timestamp_utc,run_dir,model_type,git_commit,config_path,seed,batch_size,epochs_requested,epochs_ran,lr,best_metric,patience,shuffle_labels,range_bin_mode,range_band,stft_nperseg,stft_noverlap,seq_len,frame_reduce,hidden_size,num_layers,bidirectional,train_files,val_files,test_files,best_epoch,best_val_macro_f1,best_val_loss,early_stopped,metrics_csv,metrics_png
2026-04-22T23:44:25Z,runs/cnn_binary/run_2026-04-22_23-44-25_seed42,cnn_binary,523bcd9,configs/cnn_binary.yaml,42,8,40,27,0.001,val_macro_f1,8,False,band,"(28, 36)",128,96,,,,,,1398,193,163,19,0.969125,,True,runs/cnn_binary/run_2026-04-22_23-44-25_seed42/metrics.csv,runs/cnn_binary/run_2026-04-22_23-44-25_seed42/metrics.png
